customer_id,gender,age,tenure_months,contract,internet_service,payment_method,paperless_billing,monthly_charges,total_charges,churn
101968,Male,18.0,47,Month-to-month,DSL,Electronic check,Yes,38.88,1778.82,No
101969,Female,59.0,45,Month-to-month,Fiber optic,Mailed check,No,69.33,3181.87,Yes
101970,Male,18.0,43,One year,DSL,Bank transfer,Yes,46.18,1971.21,No
101971,Female,51.0,59,Two year,No,Electronic check,No,86.16,5193.79,No
101972,Female,39.0,50,Two year,DSL,Credit card,Yes,45.38,2115.02,No
101973,Female,18.0,7,Month-to-month,Fiber optic,Electronic check,No,67.26,476.51,No
101974,Male,45.0,57,Month-to-month,Fiber optic,Mailed check,No,84.08,4796.37,No
101975,Female,54.0,53,Month-to-month,No,Credit card,No,117.31,6245.44,No
101976,Male,44.0,66,Two year,No,Bank transfer,Yes,54.7,3736.53,No
101977,Female,47.0,68,Month-to-month,Fiber optic,Mailed check,Yes,49.44,3239.18,No
101978,Male,34.0,69,One year,DSL,Bank transfer,No,39.2,2579.29,No
101979,Male,18.0,4,Month-to-month,Fiber optic,Electronic check,Yes,62.48,218.14,No
101980,Female,48.0,46,Two year,No,Bank transfer,Yes,55.58,2386.35,No
101981,Female,62.0,68,Month-to-month,Fiber optic,Bank transfer,Yes,141.62,9837.75,Yes
101982,Female,54.0,70,Month-to-month,No,Electronic check,No,96.17,6815.91,No
101983,Male,18.0,40,Two year,Fiber optic,Electronic check,No,76.12,3091.35,No
101984,Female,19.0,66,Two year,DSL,Credit card,No,118.32,7879.58,No
101985,Female,28.0,64,One year,DSL,Electronic check,Yes,56.69,3742.55,No
101986,Female,18.0,1,One year,DSL,Credit card,No,61.72,20.0,No
101987,Female,40.0,64,One year,Fiber optic,Electronic check,No,72.22,4589.59,No
101988,Male,44.0,46,Month-to-month,Fiber optic,Mailed check,Yes,109.67,5075.62,No
101989,Male,20.0,42,Month-to-month,DSL,Mailed check,Yes,70.25,2905.12,No
101990,Female,49.0,13,One year,Fiber optic,Bank transfer,Yes,121.68,1498.36,Yes
101991,Female,47.0,67,One year,DSL,Mailed check,Yes,82.85,5503.29,No
101992,Male,32.0,22,Month-to-month,Fiber optic,Electronic check,Yes,106.72,2382.19,Yes
101993,Male,37.0,31,Month-to-month,Fiber optic,Mailed check,Yes,38.6,1278.63,No
101994,Female,18.0,22,One year,Fiber optic,Bank transfer,Yes,41.52,799.07,No
101995,Female,35.0,70,Month-to-month,DSL,Mailed check,Yes,30.34,2106.72,No
101996,Male,39.0,35,One year,Fiber optic,Mailed check,Yes,73.3,2560.64,No
101997,Female,41.0,9,One year,No,Electronic check,No,33.53,176.61,No
101998,Female,44.0,1,Month-to-month,Fiber optic,Electronic check,Yes,115.01,155.41,Yes
101999,Male,42.0,71,Month-to-month,No,Electronic check,Yes,67.02,4748.78,No
102000,Male,36.0,17,Month-to-month,DSL,Electronic check,No,87.38,1400.99,Yes
102001,Female,43.0,56,Month-to-month,DSL,Bank transfer,Yes,59.69,3299.23,No
102002,Male,52.0,3,One year,DSL,Credit card,Yes,92.62,326.03,No
102003,Male,38.0,65,One year,Fiber optic,Electronic check,No,34.87,2354.56,No
102004,Male,43.0,47,Two year,DSL,Electronic check,Yes,70.78,3357.22,No
102005,Female,37.0,17,Month-to-month,No,Credit card,No,84.52,1608.39,No
102006,Male,31.0,65,One year,Fiber optic,Electronic check,No,98.63,6511.33,No
102007,Male,46.0,22,Month-to-month,Fiber optic,Mailed check,Yes,76.06,1722.94,Yes
102008,Male,32.0,72,Two year,Fiber optic,Bank transfer,No,41.23,2905.31,No
102009,Female,44.0,44,Month-to-month,Fiber optic,Electronic check,Yes,109.28,4910.12,Yes
102010,Female,39.0,33,Month-to-month,Fiber optic,Mailed check,No,74.19,2379.09,No
102011,Male,35.0,5,Month-to-month,Fiber optic,Credit card,Yes,76.37,449.06,Yes
102012,Male,35.0,19,Month-to-month,Fiber optic,Mailed check,No,139.48,2430.16,No
102013,Male,32.0,5,Two year,DSL,Bank transfer,Yes,74.42,327.66,No
102014,Female,18.0,62,Month-to-month,No,Electronic check,Yes,59.03,3534.07,No
102015,Female,44.0,8,Month-to-month,Fiber optic,Electronic check,No,69.53,530.48,Yes
102016,Male,42.0,9,One year,Fiber optic,Credit card,No,100.13,762.65,Yes
102017,Male,50.0,9,Month-to-month,DSL,Credit card,Yes,51.48,465.89,No
102018,Female,32.0,71,Month-to-month,DSL,Credit card,Yes,84.79,6062.13,Yes
102019,Female,64.0,70,Month-to-month,DSL,Electronic check,No,99.53,6908.59,No
102020,Male,34.0,52,Month-to-month,Fiber optic,Credit card,Yes,81.79,4224.28,No
102021,Male,28.0,6,Two year,DSL,Electronic check,Yes,96.7,599.95,Yes
102022,Female,26.0,37,One year,No,Mailed check,Yes,70.28,2596.12,No
102023,Female,18.0,69,Month-to-month,No,Bank transfer,No,54.81,3903.2,No
102024,Female,59.0,7,Month-to-month,DSL,Mailed check,No,30.39,151.05,No
102025,Male,57.0,58,Two year,Fiber optic,Mailed check,Yes,90.88,5319.39,No
102026,Male,47.0,2,Two year,DSL,Bank transfer,No,79.4,182.22,No
102027,Female,27.0,58,Month-to-month,Fiber optic,Credit card,Yes,108.53,6151.75,No
102028,Female,63.0,40,One year,DSL,Electronic check,Yes,94.12,3772.65,Yes
102029,Female,34.0,64,Month-to-month,No,Electronic check,No,123.68,7907.7,No
102030,Male,36.0,30,Month-to-month,No,Bank transfer,Yes,57.47,1679.78,No
102031,Female,58.0,57,Two year,DSL,Electronic check,Yes,80.9,4770.99,Yes
102032,Male,48.0,61,Two year,DSL,Electronic check,Yes,54.81,3459.06,No
102033,Male,68.0,24,Month-to-month,Fiber optic,Electronic check,Yes,107.25,2505.36,Yes
102034,Female,42.0,47,Two year,Fiber optic,Electronic check,Yes,60.83,2916.19,No
102035,Female,34.0,34,One year,DSL,Mailed check,No,94.84,3291.51,No
102036,Female,31.0,32,One year,No,Credit card,Yes,53.59,1728.01,No
102037,Female,18.0,58,One year,No,Credit card,No,91.16,5188.45,No
102038,Male,35.0,17,Month-to-month,Fiber optic,Mailed check,Yes,114.16,1855.01,Yes
102039,Female,54.0,9,Two year,No,Electronic check,No,33.15,345.86,No
102040,Male,47.0,35,Month-to-month,Fiber optic,Bank transfer,Yes,50.32,1806.82,No
102041,Male,39.0,60,Month-to-month,Fiber optic,Mailed check,No,89.87,5366.52,No
102042,Female,26.0,12,Month-to-month,Fiber optic,Bank transfer,Yes,87.21,1164.94,No
102043,Female,42.0,25,Two year,Fiber optic,Mailed check,Yes,76.7,2051.91,No
102044,Female,52.0,49,Month-to-month,Fiber optic,Bank transfer,Yes,72.09,3665.76,No
102045,Male,45.0,35,Month-to-month,DSL,Electronic check,Yes,50.62,1905.43,No
102046,Female,41.0,44,One year,Fiber optic,Credit card,Yes,92.28,,No
102047,Male,29.0,39,Month-to-month,DSL,Bank transfer,No,47.89,1747.57,No
102048,Female,50.0,59,Month-to-month,DSL,Electronic check,Yes,81.15,4758.83,No
102049,Female,18.0,64,Month-to-month,Fiber optic,Credit card,No,69.64,4446.63,No
102050,Female,44.0,33,One year,Fiber optic,Electronic check,Yes,73.43,2366.51,Yes
102051,Male,72.0,32,Month-to-month,DSL,Electronic check,Yes,102.39,3242.21,No
102052,Male,19.0,21,Month-to-month,DSL,Bank transfer,No,95.86,1909.07,No
102053,Male,36.0,32,Month-to-month,No,Bank transfer,Yes,47.08,1570.86,Yes
102054,Female,39.0,61,Two year,Fiber optic,Electronic check,No,62.18,3939.53,No
102055,Female,33.0,37,One year,Fiber optic,Electronic check,No,103.45,4042.03,Yes
102056,Male,52.0,50,Month-to-month,No,Electronic check,No,36.15,1829.84,No
102057,Female,45.0,31,Two year,No,Electronic check,Yes,108.35,3343.4,No
102058,Female,41.0,51,Two year,DSL,Mailed check,No,75.38,3841.05,No
102059,Male,49.0,52,One year,Fiber optic,Electronic check,No,69.54,3738.59,No
102060,Male,39.0,39,Month-to-month,DSL,Mailed check,Yes,72.26,2939.13,No
102061,Female,75.0,68,Month-to-month,Fiber optic,Bank transfer,Yes,118.03,8004.39,Yes
102062,Female,41.0,64,One year,Fiber optic,Bank transfer,No,32.0,2156.31,Yes
102063,Male,42.0,12,Month-to-month,DSL,Credit card,Yes,97.66,1186.47,No
102064,Female,18.0,17,Month-to-month,Fiber optic,Electronic check,Yes,113.86,1869.42,Yes
102065,Female,32.0,69,Month-to-month,DSL,Electronic check,No,63.98,4400.7,No
102066,Female,54.0,29,Month-to-month,Fiber optic,Electronic check,No,82.21,2537.37,Yes
102067,Female,22.0,23,One year,DSL,Electronic check,Yes,75.41,1799.38,No
102068,Female,18.0,58,Month-to-month,Fiber optic,Mailed check,Yes,102.34,5890.11,Yes
102069,Male,39.0,44,One year,Fiber optic,Electronic check,Yes,65.76,2977.8,No
102070,Male,57.0,10,Two year,DSL,Bank transfer,Yes,71.64,780.65,No
102071,Male,40.0,7,Month-to-month,Fiber optic,Credit card,Yes,81.5,542.6,Yes
102072,Female,35.0,59,Month-to-month,DSL,Electronic check,No,88.97,5182.03,No
102073,Male,18.0,56,Month-to-month,Fiber optic,Electronic check,No,150.89,8349.83,Yes
102074,Male,45.0,26,Month-to-month,Fiber optic,Bank transfer,No,65.65,1558.92,Yes
102075,Female,48.0,63,Two year,DSL,Bank transfer,No,73.97,4601.23,No
102076,Male,18.0,10,One year,DSL,Electronic check,No,52.98,513.81,No
102077,Male,54.0,63,Two year,DSL,Bank transfer,Yes,59.78,3879.55,No
102078,Male,49.0,6,Two year,Fiber optic,Electronic check,Yes,57.1,416.78,No
102079,Male,54.0,46,Month-to-month,Fiber optic,Bank transfer,Yes,45.74,2121.73,No
102080,Male,47.0,61,One year,DSL,Bank transfer,Yes,101.57,6027.13,No
102081,Female,47.0,45,Month-to-month,DSL,Electronic check,No,80.9,3667.07,Yes
102082,Male,46.0,57,Month-to-month,No,Electronic check,Yes,74.32,4088.15,No
102083,Male,50.0,25,Month-to-month,DSL,Bank transfer,Yes,50.15,1332.34,No
102084,Female,18.0,21,Month-to-month,DSL,Mailed check,Yes,70.13,1553.86,No
102085,Male,19.0,20,One year,Fiber optic,Credit card,Yes,55.09,1106.38,No
102086,Female,29.0,9,One year,DSL,Mailed check,No,71.32,715.4,Yes
102087,Female,37.0,20,Month-to-month,No,Bank transfer,Yes,80.34,1698.08,No
102088,Female,44.0,18,Month-to-month,DSL,Bank transfer,Yes,,1061.78,Yes
102089,Male,43.0,55,One year,No,Bank transfer,No,53.08,2906.36,No
102090,Male,54.0,16,One year,Fiber optic,Electronic check,Yes,71.69,1027.45,No
102091,Female,54.0,12,Month-to-month,DSL,Electronic check,Yes,92.37,1076.48,No
102092,Male,28.0,53,Month-to-month,Fiber optic,Mailed check,No,89.04,4629.43,No
102093,Female,42.0,39,Month-to-month,No,Electronic check,Yes,31.83,1150.77,No
102094,Male,28.0,16,One year,Fiber optic,Electronic check,Yes,102.09,1567.48,No
102095,Male,37.0,51,One year,DSL,Electronic check,Yes,85.58,4188.04,No
102096,Female,43.0,16,Month-to-month,No,Credit card,Yes,76.68,1315.02,No
102097,Female,18.0,57,Month-to-month,DSL,Bank transfer,Yes,113.14,6468.69,No
102098,Female,70.0,3,Month-to-month,DSL,Credit card,No,72.6,322.28,No
102099,Female,46.0,43,One year,DSL,Credit card,Yes,82.77,3631.29,No
102100,Male,31.0,43,Month-to-month,No,Bank transfer,No,83.74,3645.72,No
102101,Female,64.0,27,One year,DSL,Mailed check,Yes,93.94,2607.86,No
102102,Female,34.0,50,Two year,DSL,Mailed check,No,66.43,3335.07,No
102103,Male,41.0,28,Month-to-month,No,Bank transfer,No,55.88,1682.1,No
102104,Male,33.0,48,Month-to-month,Fiber optic,Credit card,Yes,108.33,5153.96,No
102105,Female,60.0,17,Month-to-month,DSL,Credit card,Yes,95.03,1613.7,No
102106,Male,38.0,41,Month-to-month,Fiber optic,Mailed check,No,115.87,4725.54,No
102107,Female,41.0,55,Two year,DSL,Bank transfer,Yes,82.39,4712.98,No
102108,Male,55.0,70,Two year,Fiber optic,Mailed check,No,42.78,2937.73,No
102109,Male,47.0,26,Month-to-month,DSL,Mailed check,Yes,76.1,2094.5,Yes
102110,Male,38.0,35,Two year,Fiber optic,Electronic check,No,84.84,2846.7,No
102111,Male,53.0,35,Month-to-month,Fiber optic,Electronic check,Yes,114.74,4024.92,Yes
102112,Female,72.0,62,One year,Fiber optic,Electronic check,Yes,110.46,6832.18,No
102113,Female,43.0,70,One year,DSL,Bank transfer,Yes,87.32,6020.52,No
102114,Female,41.0,47,Month-to-month,Fiber optic,Electronic check,Yes,32.18,1452.66,Yes
102115,Female,41.0,60,Month-to-month,Fiber optic,Credit card,Yes,63.38,3848.08,Yes
102116,Male,56.0,7,One year,Fiber optic,Electronic check,Yes,74.89,493.95,No
102117,Female,31.0,55,Month-to-month,Fiber optic,Electronic check,No,75.47,4063.98,No
102118,Female,,59,Two year,No,Mailed check,Yes,76.17,4574.83,No
102119,Female,19.0,52,Month-to-month,No,Electronic check,Yes,109.01,5666.61,Yes
102120,Female,24.0,43,Month-to-month,No,Electronic check,No,91.48,3963.45,Yes
102121,Female,32.0,65,Two year,Fiber optic,Electronic check,No,61.03,4065.34,No
102122,Female,38.0,48,Month-to-month,DSL,Mailed check,No,51.28,2600.56,No
102123,Female,62.0,61,Month-to-month,Fiber optic,Electronic check,Yes,61.03,3517.08,Yes
102124,Female,46.0,13,Month-to-month,DSL,Mailed check,No,69.08,888.37,No
102125,Female,27.0,48,Month-to-month,DSL,Electronic check,Yes,92.14,4271.8,No
102126,Male,30.0,32,Month-to-month,DSL,Electronic check,Yes,96.1,3320.55,Yes
102127,Male,57.0,63,Month-to-month,Fiber optic,Electronic check,No,74.59,4712.74,No
102128,Female,54.0,64,Month-to-month,Fiber optic,Electronic check,Yes,83.25,5415.58,No
102129,Male,39.0,61,Month-to-month,Fiber optic,Bank transfer,Yes,125.85,7620.41,No
102130,Male,33.0,16,Two year,DSL,Mailed check,Yes,34.88,526.09,No
102131,Female,54.0,36,Two year,No,Bank transfer,Yes,87.95,3265.14,No
102132,Female,26.0,1,Month-to-month,Fiber optic,Credit card,Yes,97.25,143.61,Yes
102133,Female,44.0,71,Two year,DSL,Electronic check,No,64.58,4736.18,No
102134,Male,69.0,19,Two year,DSL,Credit card,No,71.54,1284.17,No
102135,Male,42.0,45,Two year,DSL,Bank transfer,No,82.51,3693.33,Yes
102136,Female,29.0,36,One year,No,Bank transfer,Yes,64.64,2373.22,No
102137,Female,44.0,66,Month-to-month,DSL,Credit card,Yes,56.06,3759.87,No
102138,Male,33.0,60,Month-to-month,No,Electronic check,No,54.18,3288.54,No
102139,Female,21.0,56,Two year,DSL,Mailed check,Yes,118.55,6519.72,No
102140,Male,48.0,47,Month-to-month,Fiber optic,Mailed check,Yes,72.99,3345.69,No
102141,Female,54.0,9,Two year,DSL,Bank transfer,Yes,77.03,724.02,No
102142,Female,35.0,67,One year,Fiber optic,Electronic check,Yes,103.63,6804.31,No
102143,Female,34.0,5,Month-to-month,Fiber optic,Electronic check,Yes,78.71,313.81,Yes
102144,Female,26.0,33,Month-to-month,DSL,Credit card,No,72.89,2408.73,No
102145,Male,37.0,28,Two year,No,Mailed check,Yes,84.57,2298.11,No
102146,Male,32.0,29,Month-to-month,Fiber optic,Electronic check,Yes,62.8,1841.84,No
102147,Male,26.0,71,One year,DSL,Electronic check,Yes,33.59,2376.83,No
102148,Female,64.0,17,Two year,Fiber optic,Mailed check,Yes,65.73,,Yes
102149,Female,45.0,42,Month-to-month,DSL,Electronic check,Yes,115.21,4770.02,Yes
102150,Female,46.0,16,Month-to-month,No,Electronic check,No,57.62,,No
102151,Male,50.0,66,Month-to-month,Fiber optic,Credit card,Yes,87.27,5794.39,No
102152,Male,49.0,53,Two year,DSL,Electronic check,No,38.85,2081.31,No
102153,Female,34.0,30,Month-to-month,DSL,Electronic check,Yes,105.55,3171.44,Yes
102154,Female,43.0,6,Month-to-month,DSL,Bank transfer,Yes,64.47,305.15,No
102155,Female,36.0,11,Month-to-month,No,Electronic check,No,60.63,616.14,Yes
102156,Male,45.0,18,Month-to-month,DSL,Electronic check,Yes,68.66,1019.81,No
102157,Male,43.0,30,Month-to-month,DSL,Mailed check,Yes,134.83,,No
102158,Female,34.0,64,Month-to-month,Fiber optic,Bank transfer,No,95.04,6026.79,No
102159,Female,22.0,9,Two year,DSL,Mailed check,Yes,68.08,662.09,No
102160,Male,41.0,42,Month-to-month,DSL,Bank transfer,No,20.0,785.72,Yes
102161,Female,36.0,26,Two year,Fiber optic,Credit card,No,117.82,3134.05,No
102162,Male,18.0,4,Two year,DSL,Bank transfer,Yes,54.63,195.14,No
102163,Male,46.0,45,One year,No,Mailed check,Yes,50.68,2293.97,No
102164,Female,52.0,51,One year,Fiber optic,Credit card,Yes,64.92,3308.11,No
102165,Female,72.0,70,Month-to-month,DSL,Electronic check,Yes,108.63,7667.08,No
102166,Female,34.0,37,One year,Fiber optic,Mailed check,Yes,82.95,3177.71,Yes
102167,Male,32.0,24,Month-to-month,DSL,Electronic check,Yes,33.95,725.97,No
102168,Female,25.0,62,Month-to-month,Fiber optic,Electronic check,No,78.9,5050.15,Yes
102169,Female,42.0,18,One year,Fiber optic,Credit card,No,63.21,1060.67,No
102170,Female,42.0,50,Month-to-month,Fiber optic,Electronic check,Yes,92.99,4632.92,No
102171,Male,28.0,68,Month-to-month,Fiber optic,Electronic check,Yes,74.34,5007.52,No
102172,Female,37.0,1,One year,Fiber optic,Electronic check,No,44.77,180.47,No
102173,Female,18.0,67,Month-to-month,DSL,Mailed check,Yes,69.94,4590.5,No
102174,Female,51.0,15,Month-to-month,No,Credit card,Yes,70.58,1123.28,Yes
102175,Male,29.0,35,Month-to-month,DSL,Mailed check,Yes,40.66,1224.35,No
102176,Female,39.0,19,Month-to-month,No,Credit card,Yes,23.0,510.25,No
102177,Male,20.0,11,Month-to-month,Fiber optic,Mailed check,Yes,91.07,984.55,No
102178,Male,31.0,51,Month-to-month,DSL,Credit card,Yes,64.98,3280.28,No
102179,Female,35.0,35,Month-to-month,Fiber optic,Credit card,Yes,78.62,2689.45,Yes
102180,Male,39.0,37,One year,No,Electronic check,No,90.65,3348.06,Yes
102181,Female,45.0,35,Two year,No,Credit card,Yes,23.53,791.6,No
102182,Male,58.0,54,One year,Fiber optic,Electronic check,No,85.51,4483.36,No
102183,Female,49.0,70,Month-to-month,Fiber optic,Mailed check,Yes,100.56,6968.56,No
102184,Female,52.0,37,One year,Fiber optic,Electronic check,Yes,79.43,3010.77,Yes
102185,Female,58.0,12,Two year,DSL,Mailed check,No,36.6,402.96,No
102186,Male,46.0,24,Two year,Fiber optic,Credit card,Yes,67.48,1548.37,No
102187,Male,39.0,36,Month-to-month,DSL,Bank transfer,Yes,60.71,2189.75,No
102188,Male,52.0,8,Month-to-month,No,Mailed check,Yes,32.53,304.21,No
102189,Male,53.0,17,Month-to-month,Fiber optic,Credit card,Yes,93.28,1644.27,Yes
102190,Female,47.0,15,One year,Fiber optic,Electronic check,Yes,84.08,1291.61,Yes
102191,Male,,71,Month-to-month,Fiber optic,Electronic check,No,67.93,4931.84,No
102192,Male,28.0,29,Two year,DSL,Credit card,No,96.64,2806.99,No
102193,Male,35.0,64,Month-to-month,DSL,Electronic check,Yes,58.95,3751.55,No
102194,Male,49.0,40,One year,DSL,Credit card,Yes,109.0,4438.61,Yes
102195,Female,39.0,37,Month-to-month,DSL,Electronic check,Yes,65.28,2351.59,Yes
102196,Female,54.0,68,Month-to-month,DSL,Electronic check,Yes,48.14,3237.14,No
102197,Male,56.0,50,Month-to-month,Fiber optic,Electronic check,Yes,60.89,2901.12,No
102198,Female,55.0,18,One year,Fiber optic,Electronic check,Yes,86.28,1716.29,No
102199,Female,55.0,21,Month-to-month,Fiber optic,Electronic check,Yes,57.24,1389.73,No
102200,Male,26.0,48,Month-to-month,No,Electronic check,Yes,75.61,3613.53,No
102201,Male,45.0,1,One year,No,Electronic check,Yes,61.99,130.7,No
102202,Male,31.0,11,Two year,DSL,Bank transfer,Yes,61.41,738.47,No
102203,Male,18.0,6,One year,Fiber optic,Mailed check,Yes,82.96,514.81,Yes
102204,Male,35.0,52,One year,No,Electronic check,No,97.12,5159.63,No
102205,Male,56.0,32,Month-to-month,DSL,Electronic check,No,58.43,1755.93,Yes
102206,Female,45.0,1,Two year,Fiber optic,Electronic check,Yes,88.6,71.96,Yes
102207,Male,65.0,54,Month-to-month,No,Electronic check,Yes,83.11,4300.12,No
102208,Female,41.0,48,Two year,Fiber optic,Mailed check,Yes,53.75,2489.01,No
102209,Male,71.0,52,One year,No,Electronic check,No,85.07,4277.33,No
102210,Male,41.0,12,Month-to-month,No,Credit card,Yes,92.38,943.16,No
102211,Female,39.0,63,Month-to-month,DSL,Electronic check,Yes,96.15,6012.86,No
102212,Female,22.0,13,One year,Fiber optic,Mailed check,Yes,56.28,764.48,No
102213,Female,53.0,42,One year,Fiber optic,Bank transfer,Yes,58.03,2377.39,No
102214,Male,32.0,41,One year,DSL,Electronic check,No,70.64,2847.18,No
102215,Male,31.0,16,Two year,DSL,Electronic check,Yes,69.22,1041.39,No
102216,Male,56.0,28,Month-to-month,DSL,Electronic check,Yes,72.48,2042.08,Yes
102217,Male,54.0,4,Month-to-month,Fiber optic,Mailed check,No,75.08,245.91,No
102218,Female,54.0,34,One year,Fiber optic,Credit card,Yes,88.65,2923.51,No
102219,Male,34.0,49,Month-to-month,No,Electronic check,No,20.0,1063.91,No
102220,Male,38.0,23,One year,DSL,Credit card,No,88.45,1955.84,No
102221,Female,38.0,39,Two year,Fiber optic,Mailed check,No,120.8,4596.74,Yes
102222,Male,49.0,69,Month-to-month,DSL,Bank transfer,No,58.17,4080.32,No
102223,Male,59.0,17,Two year,No,Electronic check,No,77.06,1158.48,No
102224,Male,44.0,21,One year,Fiber optic,Credit card,Yes,126.02,2757.06,No
102225,Male,65.0,9,Month-to-month,Fiber optic,Electronic check,No,84.84,671.22,No
102226,Female,51.0,40,Two year,DSL,Electronic check,Yes,79.64,3192.82,No
102227,Female,36.0,15,One year,DSL,Mailed check,No,118.04,1681.09,Yes
102228,Female,50.0,62,Month-to-month,DSL,Credit card,Yes,122.91,7621.59,No
102229,Male,61.0,21,Month-to-month,Fiber optic,Electronic check,No,57.48,1160.19,No
102230,Female,65.0,48,Month-to-month,DSL,Electronic check,Yes,61.71,2873.65,No
102231,Female,54.0,14,One year,No,Credit card,Yes,94.34,1176.43,No
102232,Male,39.0,24,Month-to-month,DSL,Credit card,No,84.43,1977.65,No
102233,Female,36.0,13,Month-to-month,Fiber optic,Bank transfer,Yes,101.65,1364.2,Yes
102234,Male,46.0,40,Two year,DSL,Mailed check,Yes,20.0,860.69,No
102235,Female,61.0,2,One year,DSL,Mailed check,No,23.15,20.0,No
102236,Female,45.0,6,One year,Fiber optic,Credit card,Yes,128.61,707.2,No
102237,Male,45.0,37,Two year,Fiber optic,Electronic check,Yes,103.35,3808.26,No
102238,Male,40.0,40,Month-to-month,Fiber optic,Bank transfer,Yes,92.84,3713.72,No
102239,Male,35.0,24,Month-to-month,Fiber optic,Bank transfer,No,52.94,1270.27,No
102240,Female,37.0,32,One year,DSL,Credit card,Yes,61.63,1933.11,No
102241,Male,41.0,30,Month-to-month,Fiber optic,Mailed check,Yes,98.24,2914.3,No
102242,Female,61.0,55,Month-to-month,Fiber optic,Electronic check,No,49.42,2692.25,Yes
102243,Male,36.0,33,One year,DSL,Bank transfer,No,54.37,1576.84,No
102244,Male,40.0,62,Month-to-month,Fiber optic,Credit card,Yes,93.39,5753.68,No
102245,Female,28.0,16,Month-to-month,DSL,Credit card,Yes,86.74,1458.23,No
102246,Female,48.0,15,One year,DSL,Electronic check,No,58.92,1009.19,No
102247,Female,57.0,30,One year,DSL,Electronic check,No,96.56,3002.68,No
102248,Male,60.0,6,Month-to-month,Fiber optic,Bank transfer,No,107.74,654.55,No
102249,Male,42.0,49,Month-to-month,DSL,Mailed check,Yes,27.18,1224.82,No
102250,Male,46.0,29,Two year,No,Electronic check,No,112.95,3226.26,No
102251,Female,37.0,27,Two year,Fiber optic,Electronic check,No,113.16,2986.76,No
102252,Female,46.0,39,Month-to-month,DSL,Electronic check,No,77.16,2882.43,No
102253,Male,43.0,6,Month-to-month,Fiber optic,Electronic check,No,80.57,398.63,Yes
102254,Female,40.0,28,One year,DSL,Electronic check,Yes,91.73,2502.84,No
102255,Male,41.0,70,Month-to-month,DSL,Credit card,No,85.34,5848.27,No
102256,Female,45.0,46,Month-to-month,No,Bank transfer,Yes,65.21,3083.61,No
102257,Female,35.0,42,Month-to-month,Fiber optic,Electronic check,Yes,124.16,5269.54,No
102258,Female,36.0,37,Month-to-month,DSL,Bank transfer,Yes,20.0,735.57,No
102259,Male,61.0,34,Month-to-month,No,,Yes,55.38,1917.27,Yes
102260,Female,74.0,68,Month-to-month,No,Bank transfer,Yes,83.19,5684.45,No
102261,Male,23.0,67,Two year,Fiber optic,Credit card,Yes,82.7,5474.89,No
102262,Female,23.0,30,Month-to-month,Fiber optic,Electronic check,Yes,101.49,3206.6,Yes
102263,Male,27.0,67,Month-to-month,Fiber optic,Credit card,No,49.13,3222.53,No
102264,Female,38.0,6,Month-to-month,Fiber optic,Electronic check,Yes,77.64,315.72,Yes
102265,Male,51.0,24,Two year,Fiber optic,Bank transfer,Yes,112.76,2720.76,No
102266,Male,47.0,22,Month-to-month,No,Credit card,Yes,34.66,813.3,No
102267,Female,41.0,51,Month-to-month,Fiber optic,Bank transfer,No,77.99,3950.32,No
102268,Female,46.0,44,One year,DSL,Electronic check,Yes,58.73,2696.14,Yes
102269,Male,30.0,35,One year,DSL,Electronic check,Yes,81.08,2854.06,No
102270,Female,36.0,19,One year,Fiber optic,Electronic check,Yes,93.83,1708.91,No
102271,Male,39.0,37,Month-to-month,DSL,Electronic check,Yes,74.43,2700.47,No
102272,Male,18.0,20,Month-to-month,DSL,Electronic check,No,64.75,1308.38,No
102273,Male,24.0,36,Month-to-month,Fiber optic,Electronic check,No,85.58,3088.13,Yes
102274,Male,24.0,25,One year,No,Mailed check,Yes,67.88,1806.21,No
102275,Male,49.0,64,Month-to-month,DSL,Electronic check,Yes,71.19,4631.29,No
102276,Male,42.0,54,Month-to-month,DSL,Mailed check,Yes,108.42,5713.59,Yes
102277,Male,47.0,13,Month-to-month,No,Bank transfer,No,41.94,530.03,No
102278,Male,18.0,68,Two year,Fiber optic,Electronic check,No,92.54,6180.86,No
102279,Male,20.0,48,Month-to-month,Fiber optic,Bank transfer,No,60.45,3032.87,No
102280,Female,48.0,26,Month-to-month,Fiber optic,Bank transfer,No,132.87,3367.01,Yes
102281,Female,18.0,39,Two year,Fiber optic,Mailed check,Yes,86.23,3381.16,No
102282,Male,55.0,15,One year,DSL,Mailed check,Yes,40.3,541.69,No
102283,Male,18.0,4,One year,Fiber optic,Bank transfer,No,78.2,134.73,No
102284,Female,50.0,31,One year,Fiber optic,Mailed check,Yes,47.53,1360.45,No
102285,Female,27.0,57,Month-to-month,DSL,Mailed check,Yes,56.17,3179.24,No
102286,Female,53.0,26,One year,DSL,Credit card,No,87.39,2323.31,Yes
102287,Female,75.0,28,Month-to-month,Fiber optic,Credit card,Yes,118.03,3352.63,No
102288,Female,18.0,72,Two year,Fiber optic,Electronic check,Yes,111.02,7873.67,No
102289,Female,48.0,72,Month-to-month,Fiber optic,Mailed check,Yes,81.38,5887.56,No
102290,Male,18.0,34,One year,Fiber optic,Credit card,Yes,98.25,3425.98,Yes
102291,Male,45.0,4,Month-to-month,Fiber optic,Mailed check,Yes,104.21,462.98,Yes
102292,Male,36.0,49,Month-to-month,DSL,Bank transfer,Yes,128.24,6251.21,No
